singer_name,singer_uri,song_name,song_uri,lyrics

    “Promise me that you won’t come ‘to-morrow.’ Please, for ‘her sake.’ At any rate, you won’t go ‘all the way.’ It’s what she would have wished.”

   But there was nothing for it; he was always the first to arrive ‘at the house,’ by reason of which he had been given, among another set, the nickname (unknown to us) of ‘No flowers by request.’ And before attending everything he had always ‘attended to everything,’ which entitled him to the formula: “We don’t know how to thank you.”

    “What’s that?” came in a loud voice from my grandfather, who had grown rather deaf and had failed to catch something which our cousin had just said to my father

    “Nothing,” answered the cousin. “I was just saying that I’d heard from Combray this morning. The weather is appalling down there, and here we’ve got too much sun.”

    “Yet the barometer is very low,” put in my father

    “Where did you say the weather was bad?” asked my grandfather

    “At Combray.”

    “Ah! I’m not surprised; whenever it’s bad here it’s fine at Combray, and vice versa. Good gracious! Talking of Combray, has anyone remembered to tell Legrandin?”

    “Yes, don’t worry about that, it’s been done,” said my cousin, whose cheeks, bronzed by an irrepressible growth of beard, dimpled faintly with the satisfaction of having ‘remembered’ it

   At this point my father hurried from the room. I supposed that a sudden change, for better or worse, had occurred. It was simply that Dr. Dieulafoy had just arrived. My father went to receive him in the drawing-room, like the actor who is to come next on the stage. We had sent for him not to cure but to certify, in almost a legal capacity. Dr. Dieulafoy might indeed be a great physician, a marvellous professor; to these several parts, in which he excelled, he added a third, in which he remained for forty years without a rival, a part as original as that of the arguer, the scaramouch or the noble father, which consisted in coming to certify an agony or a death. The mere sound of his name foreshadowed the dignity with which he would sustain the part, and when the servant announced: “M. Dieulafoy,” one imagined oneself at a play by Molière. To the dignity of his attitude was added, without being conspicuous, the suppleness of a perfect figure. A face in itself too good-looking was toned down by the convention due to distressing circumstances. In the sable majesty of his frock coat the Professor entered the room, melancholy without affectation, uttered not the least word of condolence, which might have been thought insincere, nor was he guilty of the slightest infringement of the rules of tact. At the foot of a deathbed it was he and not the Duc de Guermantes who was the great gentleman Having examined my grandmother, but not so as to tire her, and with ari excess of reserve which was an act of courtesy to the doctor who was treating the case, he murmured a few words to my father, bowed respectfully to my mother to whom I felt that my father had positively to restrain himself from saying: “Professor Dieulafoy.” But already our visitor had turned away, not wishing to seem to be soliciting an introduction, and left the room in the most polished manner conceivable, simply taking with him the sealed envelope that was slipped into his hand. He had not appeared to see it, and we ourselves were left wondering for a moment whether we had really given it to him, such a conjurer’s nimbleness had he put into the act of making it vanish without thereby losing anything of the gravity — which was increased rather — of the great consultant in his long frock coat with its silken lapels, and his handsome head full of a noble commiseration. The slowness and vivacity of his movements shewed that, even if he had a hundred other visits to pay and patients waiting, he refused to appear hurried. For he was the embodiment of tact, intelligence and kindness. That eminent man is no longer with us. Other physicians, other professors may have rivalled, may indeed have surpassed him. But the ‘capacity’ in which his knowledge, his physical endowments, his distinguished manners made him triumph exists no longer for want of any successor capable of taking his place. Mamma had not even noticed M. Dieulafoy, everything that was not my grandmother having no existence for her. I remember (and here I anticipate) that at the cemetery, where we saw her, like a supernatural apparition, go up timidly to the grave and seem to be gazing in the wake of a flying form that was already far away, my father having remarked to her: “Old Norpois came to the house and to the church and on here; he gave up a most important committee meeting to come; you ought really to say a word to him, he’ll be so gratified if you do,” my mother, when the Ambassador stood before her and bowed, could do no more than gently incline a face that shewed no tears. A couple of days earlier — to anticipate once again before returning to where we were just now by the bed on which my grandmother lay dying — while they were watching by the body, Françoise, who, not disbelieving entirely in ghosts, was terrified by the least sound, had said: “I believe that’s her.” But in place of fear it was an ineffable sweetness that her words aroused in my mother, who would have been so glad that the dead should return, to have her mother with her sometimes still

   To return now to those last hours, “You heard about the telegram her sisters sent us?” my grandfather asked the cousin

    “Yes, Beethoven, they told me about it, it’s worth framing; still, I’m not surprised.”

    “My poor wife, who was so fond of them, too,” said my grandfather, wiping away a tear. “We mustn’t blame them. They’re stark mad, both of them, as I’ve always said. What’s the matter now; aren’t you going on with the oxygen?”

   My mother spoke: “Oh, but then Mamma will be having more trouble with her breathing.”

   The doctor reassured her: “Oh, no! The effect of the oxygen will last a good while yet; we can begin it again presently.”

   It seemed to me that he would not have said this of a dying woman, that if this good effect were to last it meant that we could still do something to keep her alive. The hiss of the oxygen ceased for a few moments, But the happy plaint of her breathing poured out steadily, light, troubled, unfinished, without end, beginning afresh. Now and then it seemed that all was over, her breath stopped, whether owing to one of those transpositions to another octave that occur in the breathing of a sleeper, or else from a natural interruption, an effect of unconsciousness, the progress of asphyxia, some failure of the heart. The doctor stooped to feel my grandmother’s pulse, but already, as if a tributary were pouring its current into the dried river-bed, a fresh chant broke out from the interrupted measure. And the first was resumed in another pitch with the same inexhaustible force. Who knows whether, without indeed my grandmother’s being conscious of them, a countless throng of happy and tender memories compressed by suffering were not escaping from her now, like those lighter gases which had long been compressed in the cylinders? One would have said that everything thai she had to tell us was pouring out, that it was to us that she was addressing herself with this prolixity, this earnestness, this effusion. At the foot of the bed, convulsed by every gasp of this agony, not weeping but now and then drenched with tears, my mother presented the unreasoning desolation of a leaf which the rain lashes and the wind twirls on its stem. They made me dry my eyes before I went up to kiss my grandmother

    “But I thought she couldn’t see anything now?” said my father

    “One can never be sure,” replied the doctor

   When my lips touched her face, my grandmother’s hands quivered, a long shudder ran through her whole body, reflex perhaps, perhaps because certain affections have their hyperaesthesia which recognises through the veil of unconsciousness what they barely need senses to enable them to love. Suddenly my grandmother half rose, made a violent effort, as though struggling to resist an attempt on her life. Françoise could not endure this sight and burst out sobbing. Remembering what the doctor had just said I tried to make her leave the room. At that moment my grandmother opened her eyes. I thrust myself hurriedly in front of Françoise to hide her tears, while my parents were speaking to the sufferer. The sound of the oxygen had ceased; the doctor moved away from the bedside. My grandmother was dead

   An hour or two later Françoise was able for the last time, and without causing them any pain, to comb those beautiful tresses which had only begun to turn grey and hitherto had seemed not so old as my grandmother herself. But now on the contrary it was they alone that set the crown of age on a face grown young again, from which had vanished the wrinkles, the contractions, the swellings, the strains, the hollows which in the long course of years had been carved on it by suffering. As at the far-off time when her parents had chosen for her a bridegroom, she had the features delicately traced by purity and submission, the cheeks glowing with a chaste expectation, with a vision of happiness, with an innocent gaiety even which the years had gradually destroyed. Life in withdrawing from her had taken with it the disillusionments of life. A smile seemed to be hovering on my grandmother’s lips. On that funeral couch, death, like a sculptor of the middle ages, had laid her in the form of a young maidenEmbed"
Vinida Weng,spotify:artist:6oYvpkS6pM9ts4nbXRaINg,Wanna Be with You,spotify:track:4ohTtDsLkauQA2B4t3i1We,"Wanna Be With You Lyrics[Verse 1: Tizzy T]
当你为了他去改变为他收起脾气
想要谈论感情发现最后没人理你
你问你自己何苦接受这样一次洗礼
但过了一段时间之后再也没有提起
Okay 你嘴硬说自己也没爱过
那干嘛恨他不断骂他是烂货
在路上遇到你干嘛非要掉头走
跟朋友抱怨谁还没有爱过狗
你跑去酒吧因为害怕一个人在家里
也约过几个男生但你不再相信爱情
你说他的出现就是生命中最大的败笔
也感谢他教会让你从未如此清醒
[Hook: Vinida]
Baby 是否记得
I'm the one who wanna be with you
Be with you
但你拿走所有
拿走所有最美好的痛
Bitch, you crazy
Oh, I can't handle this

[Verse 2: Tizzy T]
从此之后你身上一直带着刺
问你干嘛分手你回答不合适
发消息给他朋友打听他的事
回忆没有伤注定就算被搁置
有时候情绪来了突然根本没有预兆
他说想他就去找他你说没有必要
都说过去了就过去了也不用计较
一直到更好的人只是你还没有遇到
你说你累了不会再心动
不想让自己情绪再失控
你看你那里哭的像小孩
怎么会好了伤疤忘了痛

[Hook: Vinida]
Baby 是否记得
I'm the one who wanna be with you
Be with you
但你拿走所有
拿走所有最美好的痛
Bitch, you crazy
Oh, I can't handle this
[Bridge: Vinida]
哦 我无所顾忌
就让我围绕着你
不只情绪高低 和我困在这里
Ay 请为我入迷 颠来覆去
I'm begging, I'm begging
I'm begging for mercy

[Hook: Vinida]
Baby 是否记得
I'm the one who wanna be with you
Be with you
但你拿走所有
拿走所有最美好的痛
Bitch, you crazy
Oh, I can't handle thisEmbed"
李佳隆,spotify:artist:2QK3cWfiTfJ8mpefEGeJwm,Lighting (feat. 艾热),spotify:track:2Qq4AYpI2fkInH9Bsr7uek,None
BigYear大年,spotify:artist:76qYUdftNRFmAeMCaVLhBv,明爭暗鬥 (feat. 福克斯 & BigYear大年),spotify:track:6wNmlIhThgfwXDc1ntKkG5,None
Jony J;劉昱妤,spotify:artist:160gC8ygzB22piKxYWfC8i,防火線,spotify:track:48mDxdW2INY1B0QQcIooSR,None
Dizzy Dizzo,spotify:artist:5rEuIFwgGGp7t4b3t8ShJw,去蕪存菁,spotify:track:6oIEYzCqoQApkk8lfekxLD,None
Jony J,spotify:artist:6PefeNwACgFmAXbcQmVknr,Angel Said,spotify:track:4D053wMXtH2mTa6Z7nPqgp,"Angel Said Lyrics[Chorus, Vinida]
Baby let me do you right
我被困在我的每個錯誤裡
不斷懲罰我自己
Angel said you need to be careful
暴風就像多米諾
它大於我更加大於妳
眼淚已經淹沒我
Angel said you need to be careful

[Verse 1, Vinida]
四面八方恐懼在四面八方
坐以待斃一切都毫無生機
我小心翼翼每一步如履薄冰
垂頭喪氣疼痛是我的動力
幫我脫下葡萄味的煙紙
真相難以掩飾 揚塵而去
丟了命的魂魄和妳尋歡作樂
讓我關掉電視只看妳的心事
明天我要離開去沒妳的城市
看似平靜的湖面滿是漩渦
妳對自己的保護傷害了我
還有什麽值得我用心去對待
All I need is your love
Will you be mine, oh, oh
Will you be mine, yeah, yeah
Will you be mine
[Chorus, Vinda]
Baby let me do you right
我被困在我的每個錯誤裡
不斷懲罰我自己
Angel said you need to be careful
暴風就像多米諾
它大於我更加大於妳
眼淚已經淹沒我
Angel said you need to be careful

[Chorus 2, Jony J]
越是熱鬧越是感到孤單的夜
身處在人群之中像是走在無人的街
偶爾燃起一點熱情瞬間就被澆滅
能完全掌控 顯然它對我特別了解
它總是來的靜靜悄悄卻一下讓我變得被動
情緒開始變得糟糕真心的笑都顯得貴重
被催眠帶我進入睡夢 我完全被它操控
它決定我的喜怒哀樂 我像在跟我自己對碰
無形的籠在罩著妳
大把大把空虛吊著妳
只會給妳制造各種問題但是答案從來不會告訴妳
把妳自信驕傲都全沒收
用盡各種手段搶或偷
它的折磨勝過鞭子抽
直到妳完全被它牽著走
它見證妳眼神裡怨氣衝天
不吝嗇它盡責陪在妳身邊
提醒妳看清楚這世界
劇本不為妳寫
別人不會理解
更不會有心陪妳鐵
[Chorus, Vinida]
Baby let me do you right
我被困在我的每個錯誤裡
不斷懲罰我自己
Angel said you need to be careful
暴風就像多米諾
它大於我更加大於妳
眼淚已經淹沒我
Angel said you need to be carefulEmbed"
大支,spotify:artist:4SXx5pMoj7uGi1WPcZhvXA,走到飛 - 完整版,spotify:track:00KVz6PXOl8T68W8PTwJJE,None
BrAnT.B,spotify:artist:7l8ADVW2C8RQfrapQSyR0c,萬人迷,spotify:track:0oyLp4NbPFD9PLdnNyhsvh,"Charming Boy (万人迷) Lyrics[Hook]
We feeling fucking so good 成为万人迷
让梦想照进现实 一切多么神奇
不愿在原地踌躇呆在喜悦里
我成为万人迷 也成为万人敌
So call me万人迷 万人迷
请叫我万人迷 万人迷
So call me万人迷 万人迷
年轻的万人迷 迷人的万人迷

[Verse 1]
我的旅途才刚刚开始还没有达到半程
舞台上的一个眼神 like Michael Jackson迷倒万人
向质疑我的人salute让我更加倍的努力
把那些是非放一旁让每一首作品当回击你的武器
Just do it like
看透 更多 诱惑我绝不是那个迷恋风景的游客
成功就像旅途难免会有起伏更在意途中的收
超高效率搭配行动力
靠努力不凭运气
巡演飞到在洛杉矶隔天NYC
Make money档期零空隙
Oh my god 轮番轰炸
红花遍地插不再是个计划
用black card买下
劳力士和积家送给我的爸妈
姿态放低向每个帮你的homie举手致敬
我会带着每份力全力以赴去完成我的使命
[Hook]
We feeling fucking so good 成为万人迷
让梦想照进现实 一切多么神奇
不愿在原地踌躇呆在喜悦里
我成为万人迷 也成为万人敌
So call me万人迷 万人迷
请叫我万人迷 万人迷
So call me万人迷 万人迷
年轻的万人迷 迷人的万人迷

[Verse 2]
要当number one有多少关有多少人在看
你被键盘打入泥潭 习惯对你批判
我等待时机召唤 去面对下一个挑战
不会因为环境变婉转 随着时间推移暗淡
在复杂的染缸里狂妄如旧
四面楚歌but so so so
勾勒走过的风波 让我看透彻人心的叵测
全明星阵容像皇家马德里
名气和实力都大过你
要欲戴其冠先必承其重
未来就像8号的科比
这捉摸不定的路 伸手不见五指也要挺住
要么当垫脚石要么一笑了之骄傲的去走在排头领路
远离尘嚣纷扰 荣华富贵到老
你造的谣好可笑看着我们自在逍遥
[Bridge]
被万人痴迷 也成为万人之敌
尽管这流言四起 只是途中的刺激
这场游戏 目的地深不见底
他们都身不由己 为何我一意孤行
Triple H forever
You know what
杀不死我们的只会让我们更强大
You motherfuckers

[Hook]
We feeling fucking so good 成为万人迷
让梦想照进现实 一切多么神奇
不愿在原地踌躇呆在喜悦里
我成为万人迷 也成为万人敌
So call me万人迷 万人迷
请叫我万人迷 万人迷
So call me万人迷 万人迷
年轻的万人迷 迷人的万人迷1Embed"
